gene	beta	hr	se	z	p	q
STAP2	0.34034823326113794	1.405436925241144	0.22432875165724328	1.5171850721175648	0.12921996417200354	0.9993228105536583
RNASE1	-0.16761408949723275	0.8456801285640861	0.11047931720311152	-1.517153560870415	0.1292279179880107	0.9993228105536583
TUBB	0.2928292791262672	1.3402139684002146	0.1930298727022162	1.5170153460029983	0.12926280956710912	0.9993228105536583
POPDC3	0.18081857971704893	1.1981977821929974	0.11923013466282169	1.5165509980207355	0.1293800852346747	0.9993228105536583
NFAT5	-0.26917083537860287	0.7640127240958345	0.17751117901970412	-1.5163599096410956	0.1294283704841077	0.9993228105536583
WASH4P	-0.6244048806915992	0.5355800677349147	0.41197076787492387	-1.5156533651950064	0.12960702551102088	0.9993228105536583
RAP1GAP	-0.15757257220571097	0.8542148191053943	0.10397610610754376	-1.5154690640437307	0.12965365890357683	0.9993228105536583
XRCC4	0.4248121300131071	1.5293030825231426	0.2803544778689571	1.5152678610386674	0.12970458381560945	0.9993228105536583
EIF1AXP1	0.3420283882601804	1.4078002619469576	0.2257919191631784	1.514794637149962	0.1298244190114346	0.9993228105536583
TARDBP	0.6441576393278315	1.9043821767840075	0.42536668990884163	1.5143584455705217	0.12993495256831356	0.9993228105536583
PLCXD1	-0.24381171024618825	0.78363517084601	0.16100312326493013	-1.5143290720205276	0.12994239862617984	0.9993228105536583
MXD3	0.3514664174021527	1.4211500204546577	0.2322451382526487	1.5133424107238305	0.13019270513193248	0.9993228105536583
IFI27	0.15046881590031416	1.1623790567935732	0.09946414572941384	1.5127945331140271	0.13033185791459578	0.9993228105536583
ANKRD24	0.38412126095773436	1.468323481198744	0.25401424017357727	1.5122036492727737	0.13048206296565334	0.9993228105536583
DLG5-AS1	0.6809029511357878	1.9756608522846593	0.45032290372324985	1.5120326892239153	0.13052554674008032	0.9993228105536583
PITPNC1	0.24911095013190404	1.2828843613631047	0.16475665588578214	1.51199324113862	0.13053558197663717	0.9993228105536583
CREBBP	-0.34685806613184306	0.7069056549917353	0.22940595261686317	-1.5119837221972166	0.13053800359898804	0.9993228105536583
RPL15P3	0.3559358577343041	1.427515981217865	0.23543462028224818	1.5118246301567473	0.1305784818345186	0.9993228105536583
PLA2G10	-0.13855887591380306	0.8706119916835754	0.09167732103967553	-1.5113757071265033	0.13069275509151934	0.9993228105536583
MIR6859-4	-0.4043889437765016	0.6673844957361841	0.26758903967642417	-1.5112313429036537	0.13072951945188827	0.9993228105536583
AC006042.3	-0.49599833582797787	0.6089626544906658	0.32822676855186694	-1.5111452914590644	0.13075143746670514	0.9993228105536583
CPXM2	-0.21969894728583586	0.8027604347956601	0.1454048278142457	-1.5109467174398135	0.13080202679036934	0.9993228105536583
ELOVL7	0.22869822351001337	1.2569626599893078	0.15136794667485046	1.5108761698490505	0.13082000336463695	0.9993228105536583
ATL1	0.4644519025315828	1.591141849025961	0.30747733215646433	1.510524041802339	0.13090975947684313	0.9993228105536583
CRACR2A	-0.3800624518535654	0.6838187021333507	0.25163128741500956	-1.510394258829735	0.13094285271048345	0.9993228105536583
DEFB131B	-0.38481737422481443	0.6805749153774447	0.2548653517059163	-1.5098850104538613	0.131072768136415	0.9993228105536583
AC002091.1	-0.30924781074091107	0.733998854686899	0.2049841391534307	-1.508642629708238	0.13139013387687992	0.9993228105536583
ZC4H2	0.3198528796442325	1.3769251757121512	0.2120156603264033	1.5086285567387387	0.1313937322213543	0.9993228105536583
AL589765.4	-0.3011979912505144	0.7399312583277687	0.19967391595604442	-1.508449362593856	0.13143955739481528	0.9993228105536583
C2CD4A	0.20026053856233034	1.2217210221370263	0.132760880708133	1.5084303259677176	0.13144442634370712	0.9993228105536583
ITGA5	0.24417917253568855	1.2765730368278956	0.16190193794069754	1.5081917835049512	0.1315054495893011	0.9993228105536583
UGP2	0.5926193674371498	1.8087199179767675	0.39299066612431754	1.5079731365672748	0.13156140250628345	0.9993228105536583
OSBPL1A	-0.2291703636515238	0.7951930499730273	0.15198522643505444	-1.507846315243355	0.1315938652139812	0.9993228105536583
AC093249.2	0.4445785265514931	1.5598326292316336	0.2948614669267348	1.5077538994335906	0.13161752498383605	0.9993228105536583
AC107021.2	0.2738043785366529	1.314957543158014	0.18159905178933294	1.507741234542812	0.13162076763398955	0.9993228105536583
GAN	-0.4074082725818986	0.6653724814987224	0.2702187446036273	-1.5076980435961573	0.13163182647608407	0.9993228105536583
EDEM2	-0.4320530380438886	0.6491749448028418	0.2865679413320717	-1.5076809919335339	0.1316361926737013	0.9993228105536583
AL355032.1	0.31847766420070756	1.3750329083817858	0.21128418410758434	1.5073426605303362	0.13172284800995548	0.9993228105536583
RPS4X	0.4282206509608002	1.5345246379504796	0.284091615705235	1.5073329422192776	0.1317253377713179	0.9993228105536583
LLGL2	-0.32999977555650006	0.7189238947897032	0.2189470177199913	-1.5072129275518737	0.1317560876719166	0.9993228105536583
NABP2	0.4064715039414749	1.5015103536292875	0.2697566725369755	1.5068079692663021	0.13185988627090772	0.9993228105536583
SCML1	0.31777272536386525	1.3740639358560405	0.21090099924114925	1.5067388324723692	0.1318776136922577	0.9993228105536583
LANCL2	0.5019321302763351	1.6519098944107296	0.33315442272586654	1.5066050336943777	0.13191192639081173	0.9993228105536583
NMI	0.41965926639213585	1.5214430605061289	0.2786307448640648	1.5061484567931456	0.13202906762695	0.9993228105536583
ABCG2	-0.28755693186089065	0.7500938613159754	0.19093308985832042	-1.5060612703343814	0.1320514457033437	0.9993228105536583
PRDM11	-0.5074388790619654	0.6020354917222231	0.33696425332361535	-1.5059130873880227	0.13208948643957075	0.9993228105536583
NPIPB4	-0.5114503462479839	0.5996252835698802	0.33965361695041896	-1.505799793448521	0.1321185763826076	0.9993228105536583
C3orf18	-0.44044558024684055	0.643749515100227	0.29252903337228964	-1.505647405898011	0.1321577120327384	0.9993228105536583
AP002800.1	0.301039837190222	1.3512631709937841	0.19994208874315347	1.5056351520711537	0.1321608594087753	0.9993228105536583
TUBA1C	0.28704319317368493	1.332481766349087	0.19066433041029557	1.5054897397745512	0.13219821276034072	0.9993228105536583
CMBL	-0.19431228774406342	0.8234007261586488	0.12906976634639322	-1.5054826025064185	0.13220004638451255	0.9993228105536583
MUC20	-0.1849756904802574	0.8311244878436959	0.12289195778790536	-1.505189548688776	0.13227535138738067	0.9993228105536583
RPL24P2	0.365907867771581	1.4418223982244505	0.2431455783364661	1.5048921320100497	0.13235181146937958	0.9993228105536583
BICRA	-0.3431990431775662	0.7094969769720142	0.22810079040510253	-1.5045938357690538	0.13242853205151017	0.9993228105536583
Z92544.1	-0.5369274793245196	0.5845415119307866	0.3568735823563152	-1.5045313126832462	0.13244461710102717	0.9993228105536583
ZNF582-AS1	-0.5493547850637297	0.5773221871342258	0.36516172725465895	-1.50441501411953	0.13247454076510223	0.9993228105536583
IER5L	0.2172278862163104	1.2426272474957925	0.14441310957925482	1.5042116802913545	0.13252687121556095	0.9993228105536583
AL451007.1	-0.3779356556806607	0.6852745927745494	0.2512578066233001	-1.504174778725515	0.1325363700015174	0.9993228105536583
TMEM33	0.44957798278132527	1.5676504703810403	0.29897414324454546	1.503735332769542	0.1326495277664841	0.9993228105536583
TIMM22	0.5302740674139597	1.6993979944146023	0.35264128985112925	1.5037208706836902	0.1326532530389768	0.9993228105536583
ZNF778	-0.371825956660442	0.6894742304799792	0.24729458340292734	-1.503575013831219	0.1326908286711408	0.9993228105536583
KLHL2P1	0.34633438955180335	1.4138753219144833	0.23038255927223686	1.5033012509534167	0.1327613776965877	0.9993228105536583
CEP78	0.4643368494720664	1.5909587938188388	0.3089265084254319	1.503065735079666	0.13282209366041986	0.9993228105536583
NUP54	0.5089316131375333	1.663512969796365	0.33863893791292843	1.502873875857687	0.132871570833605	0.9993228105536583
VPS13D	-0.3658955584070232	0.69357523552956	0.2434830903318245	-1.5027555215779957	0.13290209946981824	0.9993228105536583
AC104687.2	0.3354483982953053	1.3985673598648147	0.2232357884687268	1.5026640692171025	0.13292569266837928	0.9993228105536583
AC009120.3	-0.28407259261680173	0.7527120013889906	0.18904912598143694	-1.5026390158751397	0.13293215658258517	0.9993228105536583
HINT1	0.38351846645226073	1.4674386505843287	0.25532551363775574	1.5020765492177932	0.13307734046114583	0.9993228105536583
AC020978.9	-0.6844259444935578	0.5043796884216302	0.4556631084476564	-1.5020437946474223	0.13308579885051008	0.9993228105536583
NDUFB4	0.4156994125149773	1.5154302810250961	0.27675752006314175	1.5020347502034856	0.1330881345193684	0.9993228105536583
RN7SL473P	-0.2815904232986591	0.7545826807352113	0.18750583776969754	-1.5017688336963682	0.13315681991062922	0.9993228105536583
PCDHB9	0.32824024809281416	1.3885225221082202	0.21857380781229432	1.5017364220268268	0.13316519361780532	0.9993228105536583
SLC27A1	-0.39115823271742717	0.6762731390362041	0.26049009816441665	-1.5016241902236727	0.13319419238099983	0.9993228105536583
AC067852.3	-0.4156378822403471	0.6599191956829421	0.2768444127605389	-1.5013410532502236	0.13326737181355952	0.9993228105536583
DNAJC27	-0.4440851021566037	0.6414108330594221	0.29583681547985585	-1.5011150706050052	0.13332580149521922	0.9993228105536583
RPL13AP7	0.4791016973142372	1.614623330065584	0.3192658392311531	1.5006356410319257	0.13344982762287239	0.9993228105536583
PYY2	-0.5286282476796874	0.5894129439548559	0.3524150541962061	-1.5000160787268046	0.13361023763186708	0.9993228105536583
PDCD6IPP2	-0.4044331288126641	0.6673550079795693	0.26963480103487686	-1.4999292645475362	0.1336327264812609	0.9993228105536583
TBC1D17	-0.41473462828950086	0.6605155395881314	0.2765101881357371	-1.4998891400193555	0.13364312156173108	0.9993228105536583
PTPRM	-0.2412387773403464	0.7856540076153102	0.16091585205477515	-1.4991610475904489	0.13383185750722193	0.9993228105536583
DBR1	0.5057565433619972	1.6582395761712283	0.33736723225439363	1.4991276419537647	0.13384052185295037	0.9993228105536583
MSH6	0.38188112721459616	1.4650379216430474	0.2547866997150253	1.4988267740887724	0.13391857683673036	0.9993228105536583
PPIAP21	0.4068426695589374	1.5020677660865889	0.2714547016097127	1.498749762470058	0.133938561833169	0.9993228105536583
H2BP1	0.3413483342235455	1.4068432071574157	0.22777023596636686	1.4986520638892864	0.13396391854513467	0.9993228105536583
HK2	0.24181854045805498	1.2735630716756365	0.16136906824518504	1.4985433273409905	0.1339921444195522	0.9993228105536583
EXOC8	-0.4142976582356109	0.6608042281685991	0.27648991817094914	-1.4984186800599995	0.1340245060665024	0.9993228105536583
SLC2A10	-0.2237782972094731	0.7994923644106366	0.14937341223831252	-1.4981133111724994	0.13410381324662923	0.9993228105536583
TLL1	-0.3517188153913149	0.7034779013271865	0.23477796177703625	-1.498091271979501	0.13410953843686402	0.9993228105536583
TNFRSF9	0.2930072189399685	1.3404524670426443	0.19567699748179068	1.497402467897307	0.13428856652461718	0.9993228105536583
AL645933.2	-0.30864666977924	0.7344402241136002	0.20616193120777562	-1.4971079673685121	0.13436516696739642	0.9993228105536583
ZSWIM5	-0.2993626553600774	0.7412905276990114	0.19998751789447303	-1.4969066995373252	0.13441753674626433	0.9993228105536583
BLK	-0.3735129519700529	0.6883120712412751	0.24954567677042666	-1.4967718808195256	0.1344526253277203	0.9993228105536583
FAM216A	0.38752320677062935	1.473327144387387	0.2589062502998141	1.4967703804828059	0.13445301585256164	0.9993228105536583
MIR6864	-0.44780360897074045	0.6390301715023153	0.2993148039100566	-1.496095759785087	0.134628702730474	0.9993228105536583
PHB2	0.40926137680323826	1.5057052254752352	0.273630288659268	1.4956727883032783	0.13473894479490633	0.9993228105536583
HS6ST1P1	-0.5089413568603361	0.6011316259512413	0.3402836561682244	-1.4956385581114515	0.13474786950422324	0.9993228105536583
PRSS3	0.1326535980633448	1.141854389243161	0.08870018708263679	1.4955278272385062	0.1347767430785627	0.9993228105536583
SH3RF2	0.19704527490678309	1.2177991752019321	0.1317640360473721	1.4954404920925535	0.13479951948470648	0.9993228105536583
UNC93B1	-0.3430719737033925	0.7095871381080486	0.22942762392316174	-1.4953385640183054	0.1348261053883657	0.9993228105536583
LHB	0.37172380940381444	1.450232385428161	0.24864729849933528	1.4949843076811398	0.13491853760304173	0.9993228105536583
TACO1	0.45698047699430305	1.5792980513036132	0.30567918160327967	1.494967614730751	0.13492289431913052	0.9993228105536583
TRPM2-AS	-0.23809291215509215	0.7881294608851324	0.1592956185919715	-1.4946607713358164	0.13500299716797715	0.9993228105536583
RCAN3	-0.5286317033576181	0.5894109071370727	0.3537196935366995	-1.4944932753730629	0.13504673824584001	0.9993228105536583
RPL26P19	0.2823780037272327	1.3262799640145198	0.18894794187214498	1.4944751497653723	0.13505147235156745	0.9993228105536583
NMUR1	-0.3945271575262501	0.6739986591077067	0.26399547656298333	-1.4944466574302264	0.13505891433244255	0.9993228105536583
AL021328.1	0.2815380509711081	1.3251664192313268	0.18839882607697403	1.4943726393288683	0.13507824877754038	0.9993228105536583
TBC1D31	0.3347324142275003	1.3975663663078806	0.22399888666933418	1.4943485621945536	0.13508453848431135	0.9993228105536583
PIP5K1B	-0.2182568405199859	0.8039189361906103	0.14607061965493157	-1.4941871338369257	0.1351267145073911	0.9993228105536583
MFHAS1	-0.32275053852945046	0.7241544804789563	0.21601708348419335	-1.494097287694689	0.13515019281352347	0.9993228105536583
AL445433.1	0.35443319254439043	1.4253725135053317	0.23723078783962084	1.4940438202481707	0.13516416625135586	0.9993228105536583
ZFP57	0.1911103114902939	1.2105929870324832	0.1279477062411205	1.4936595356398337	0.13526462987243848	0.9993228105536583
IRF7	0.2804179567182708	1.3236829389150804	0.18778454311668177	1.493296264240611	0.13535965304147757	0.9993228105536583
BUD31	0.5101959414138558	1.6656175264269875	0.34166688789659144	1.4932554470079968	0.13537033308188673	0.9993228105536583
ZNF831	-0.5363124876944605	0.584901110631808	0.35917135621936747	-1.4931939265415761	0.1353864314606943	0.9993228105536583
COX7C	0.3832512111768879	1.467046522265189	0.2566998421769289	1.4929935598196984	0.13543887271006483	0.9993228105536583
AC020913.3	-0.30536408335439713	0.736855048890263	0.20453684390834057	-1.4929539222343748	0.13544924876917896	0.9993228105536583
OSBP2	-0.4025020544740805	0.6686449652109983	0.2697931330762307	-1.4918913979932638	0.13572761808955258	0.9993228105536583
TMEM216	0.5609904920142307	1.7524073864807956	0.3760867309258723	1.491651913996411	0.13579042115650464	0.9993228105536583
TRAJ1	-0.308159832384136	0.7347978641283702	0.20659995132419665	-1.4915774684795138	0.13580994856407358	0.9993228105536583
ZSWIM6	0.30835989322286395	1.3611907841331121	0.20676894047041355	1.4913259821389226	0.13587593064489223	0.9993228105536583
RNF7	0.4766625497645942	1.610689824676653	0.31963440077389377	1.4912742452330112	0.13588950784614018	0.9993228105536583
IFI16	0.22693117579523053	1.25474350824435	0.15217965732437033	1.4912057221388508	0.13590749182202178	0.9993228105536583
RPSAP15	0.3585587568902357	1.431265126345491	0.24045932266866765	1.4911410084286854	0.13592447770740468	0.9993228105536583
RPS26P31	0.3698941418742914	1.4475813683018222	0.24807327460748946	1.4910680824427838	0.13594362109383695	0.9993228105536583
CLEC2B	0.24910213599745273	1.2828730538976911	0.16707188802952122	1.4909877354916643	0.13596471492596396	0.9993228105536583
MMP12	0.10926432868357389	1.1154571586989208	0.07328800041022931	1.4908897510092676	0.13599044263549742	0.9993228105536583
FAM107A	-0.15970211675049753	0.8523976661381131	0.10713672810411516	-1.4906383606870977	0.13605646719028952	0.9993228105536583
KATNAL2	-0.5343989649717306	0.5860214037088456	0.35854336060330905	-1.490472349209075	0.13610008161538079	0.9993228105536583
HM13-IT1	-0.2765551069126454	0.7583918253480475	0.18557726134387093	-1.4902424193026234	0.1361605064742868	0.9993228105536583
TLR2	0.2362154510860586	1.266447138186636	0.15852536800371606	1.4900798153676034	0.13620325077920947	0.9993228105536583
RTP4	0.22794174472891462	1.256012153972537	0.15298486057570967	1.4899627575639096	0.13623402861434508	0.9993228105536583
STOML2	0.41615521921552623	1.51612118174803	0.27930758450870574	1.4899531638123313	0.13623655132326995	0.9993228105536583
AL355309.1	0.22074586797900075	1.2470064860144012	0.1481883557416962	1.4896303213174045	0.1363214648585731	0.9993228105536583
MPP6	0.3327961477148303	1.3948629234910916	0.22341681960798923	1.4895751729827673	0.136335973972862	0.9993228105536583
ATP1A2	-0.3488761543907248	0.705480495521741	0.23426008876996035	-1.489268429046467	0.13641669776204868	0.9993228105536583
MCM7	0.24021583479817088	1.2715235597376744	0.1613057064234736	1.4891961364809725	0.13643572789270175	0.9993228105536583
YWHAH	0.5066628380069941	1.6597431110391208	0.3402447622771949	1.489112821652254	0.13645766204012677	0.9993228105536583
CACYBPP2	0.3393409543029829	1.4040219709458144	0.22793909643602708	1.4887351911488411	0.13655711427919104	0.9993228105536583
VTCN1	-0.1415669144007034	0.8679970921363712	0.09514528106923573	-1.4879026348946027	0.13677657272052302	0.9993228105536583
ACACB	-0.33353536482912194	0.7163865633035807	0.22417687948667137	-1.4878223195579479	0.13679775790022974	0.9993228105536583
SLAIN2	0.521148166266719	1.6839600062269664	0.3503750230870012	1.487401018700221	0.13690892801817078	0.9993228105536583
STAMBP	0.6156997572781413	1.8509513631832322	0.4140196352167072	1.4871269498024415	0.13698128493842998	0.9993228105536583
PRG4	-0.15968694092818073	0.8524106020717942	0.1073844337419573	-1.487058555543584	0.13699934630306565	0.9993228105536583
IL1R1	0.288670547297805	1.3346519513977262	0.19415502433511964	1.48680441459783	0.13706647522964355	0.9993228105536583
TUBBP1	0.3681873860713371	1.4451128076156088	0.2476459648036079	1.4867489820127813	0.13708112059270539	0.9993228105536583
STARD9	-0.3802675588210981	0.6836784605357701	0.255788630469919	-1.4866476204297827	0.13710790357995783	0.9993228105536583
HSD17B7P2	-0.3042745679931522	0.7376583012834925	0.20470566964478049	-1.4864002961967326	0.13717327152957592	0.9993228105536583
TREHP1	-0.31655092699766574	0.7286579022555725	0.21298788330614915	-1.4862391328743094	0.13721588003015794	0.9993228105536583
TMEM26	0.4840409487975575	1.622618088551495	0.32576876342098127	1.4858421160903195	0.1373208872221876	0.9993228105536583
SPACA4	-0.3279922214142571	0.7203686231326095	0.22075034624108744	-1.4858061470764259	0.13733040374770056	0.9993228105536583
ZCCHC3	-0.5388161233358081	0.5834385629717516	0.3626772836787603	-1.4856627298804355	0.13736835350371868	0.9993228105536583
CCDC181	-0.3037414765396079	0.7380516454544355	0.2044745901113667	-1.4854729694001376	0.13741857862764428	0.9993228105536583
DLC1	-0.19071864113207201	0.8263650605835111	0.12839415817070046	-1.4854152544737351	0.1374338572156666	0.9993228105536583
RAD51AP1	0.20920450291254775	1.232697062895079	0.1408522082976192	1.4852766984703631	0.1374705418107256	0.9993228105536583
AL450124.1	0.3483791789810211	1.4167693570648379	0.23459836015703253	1.4850026178692273	0.13754313063518064	0.9993228105536583
MICOS10P3	0.1495912040868965	1.161359386704366	0.10074168077522158	1.4848988317027358	0.13757062557583177	0.9993228105536583
ENOSF1	-0.3040771183027531	0.7378039660669613	0.20479494257486777	-1.4847882202539757	0.1375999333291209	0.9993228105536583
AC246787.1	0.3716709875565094	1.4501557834976866	0.2503387772884797	1.484672057530311	0.13763071713762098	0.9993228105536583
CABP4	-0.2954554347891755	0.7441925790833027	0.19903120348851475	-1.484467910611941	0.13768483014306598	0.9993228105536583
PDIA2	-0.24575773784973073	0.782111678032763	0.16556908297492723	-1.4843214290614075	0.13772366795731705	0.9993228105536583
MIR765	-0.32903492215992447	0.7196178856973738	0.22170694702679572	-1.484098385605197	0.137782821456633	0.9993228105536583
TMEM200B	0.24837546254783818	1.2819411627414856	0.16740127541172092	1.483713083648631	0.13788505377656946	0.9993228105536583
SH3BP5-AS1	-0.3029484169955658	0.7386371965135972	0.2041848670907871	-1.4836967171561508	0.13788939759869612	0.9993228105536583
DDX59	0.6328893206138446	1.8830434430789498	0.4266166297224854	1.483508322274122	0.13793940698066498	0.9993228105536583
ABCA9	-0.46864226413017757	0.6258514326210602	0.31605069897954613	-1.4828072383428164	0.13812563238326647	0.9993228105536583
RPS7P1	0.2954975593490765	1.3437948100463535	0.19929377805297305	1.4827234559752895	0.13814790002729294	0.9993228105536583
NAA15	0.43637063114699837	1.547082085310925	0.2943056459834779	1.4827124015537774	0.13815083827358476	0.9993228105536583
PSPN	0.5692618238677288	1.7669622405502607	0.3839421733063253	1.4826759430086043	0.13816052923375355	0.9993228105536583
AC026462.1	0.4128393641599969	1.5111022692544518	0.27846258996833734	1.4825667038683326	0.1381895689692041	0.9993228105536583
PDIA5	0.33244075033663645	1.3943672809453906	0.2242347368665019	1.4825568731331533	0.13819218256674315	0.9993228105536583
NRIP3	0.18435153980630933	1.2024384537873367	0.1243630009714054	1.4823664463411992	0.13824281691621865	0.9993228105536583
AL035587.1	-0.4392796965085612	0.6445004898809843	0.2965047656731382	-1.4815265970895577	0.13846630282169015	0.9993228105536583
SRPK1	0.3138803121044319	1.3687259068199567	0.2119163294084547	1.4811520800714153	0.1385660523952379	0.9993228105536583
AL035701.1	-0.44714253963089046	0.63945275441885	0.30194787546116125	-1.480860029062881	0.13864387622337415	0.9993228105536583
MRPL44	0.5493813516062072	1.732181075283822	0.3709919311443032	1.480844475273821	0.13864802183870695	0.9993228105536583
YWHAZP2	0.3191482224960996	1.375955257314741	0.21554672468656516	1.4806451963498186	0.13870114491876206	0.9993228105536583
CASK	0.38661133551699023	1.471984272073595	0.26120593886984517	1.4801016285836923	0.13884612702438792	0.9993228105536583
CYP2T1P	-0.28116574958830165	0.7549032002152919	0.19000705634180637	-1.4797647782222816	0.13893603137282629	0.9993228105536583
TMX2	0.6516542754806879	1.9187122837462338	0.44068158017745773	1.4787418054057846	0.13920933455646667	0.9993228105536583
ASNSD1	0.6551774556032623	1.9254841750167844	0.4431159056478439	1.4785690318323834	0.13925553454908446	0.9993228105536583
ZSCAN12P1	-0.3833585475682613	0.6815684807493968	0.25928356823075766	-1.4785300518044366	0.13926595951694365	0.9993228105536583
SMARCA4	0.3402815371140967	1.4053431911392074	0.23015354276319827	1.4784979324181318	0.13927455010006606	0.9993228105536583
CMTM2	0.4075566633917502	1.5031406161666347	0.2756682681062661	1.478431544520906	0.13929230735969167	0.9993228105536583
TAF5	0.48748543553884716	1.6282168118723126	0.3297396047705595	1.4783951593502116	0.1393020403085694	0.9993228105536583
TNNC1	-0.1438661473966841	0.8660036571456555	0.09732785154221393	-1.4781601064550896	0.13936492903040598	0.9993228105536583
TBL2	0.4620359210398295	1.5873023197513925	0.31261439036808847	1.4779739361831818	0.1394147546491631	0.9993228105536583
AL645939.5	0.4805860174267305	1.6170217275029313	0.3252268426783619	1.4776948097793192	0.1394894842423291	0.9993228105536583
IGHD3-10	-0.249171724754016	0.7794461116995466	0.16864070545359705	-1.4775301377197911	0.13953358580936692	0.9993228105536583
FAM102B	0.33230854771767393	1.3941829541235669	0.22493535515069013	1.4773513372099805	0.1395814833326261	0.9993228105536583
RFC5	0.32950406981203706	1.3902784764021539	0.2230655704692545	1.4771623837729506	0.1396321143992587	0.9993228105536583
TMEM240	0.5995356664959636	1.8212729259822649	0.4059423942819581	1.4768983849455746	0.13970287794192648	0.9993228105536583
METTL22	-0.5904874828398053	0.5540571255498964	0.39983139106590665	-1.4768412286629884	0.13971820202656549	0.9993228105536583
VPS37D	0.25072107187990933	1.284951625200129	0.1697755083911893	1.4767799799615904	0.1397346247592539	0.9993228105536583
PSMA6P1	0.34959968135714625	1.4184995830892615	0.23678596736806387	1.476437498569005	0.13982648233581685	0.9993228105536583
AC002550.2	-0.3535826767425779	0.7021679372303932	0.23952170354084834	-1.4762030810384472	0.13988938268373552	0.9993228105536583
RPL35	0.32422896591352607	1.3829639224689168	0.21966840764557172	1.4759926991261285	0.1399458521836614	0.9993228105536583
RPL10AP6	0.354560860887676	1.42555450006941	0.2402366615393505	1.4758815686822193	0.1399756882552663	0.9993228105536583
SZT2	-0.31948591049832564	0.726522438642991	0.21649025567988175	-1.4757519200806006	0.14001050222874012	0.9993228105536583
NOSTRIN	-0.2479108067113582	0.7804295492518463	0.16802506999523392	-1.4754393896005535	0.14009445206091597	0.9993228105536583
EFNA2	0.22848536601155495	1.2566951345352564	0.15489595981031615	1.475089255338587	0.14018854875644005	0.9993228105536583
TXLNG	0.5397989102121266	1.7156618254217997	0.36597471862277453	1.4749622931427673	0.14022268117085868	0.9993228105536583
RASGEF1A	-0.19792539031354836	0.8204310629587424	0.13420757468737832	-1.4747706362669442	0.1402742181593477	0.9993228105536583
EIF1P5	0.4159602677775028	1.5158256405524568	0.28205369773014616	1.474755591311096	0.14027826440034752	0.9993228105536583
ANAPC13	0.5209153926242183	1.6835680703404332	0.3532363897806333	1.474693456548225	0.1402949760833816	0.9993228105536583
AL135999.3	-0.14400610612337525	0.8658824608579284	0.09765240647371526	-1.4746805667522065	0.14029844309753203	0.9993228105536583
AC005224.3	0.24221611075683833	1.274069503190956	0.16428982805982434	1.4743220174814353	0.14039490978198588	0.9993228105536583
SETD7	0.31896214275117024	1.3756992437316358	0.2163541173724406	1.4742596379716504	0.14041169802427778	0.9993228105536583
RNY4P25	-0.3231728022625068	0.7238487608564169	0.21925291448871287	-1.473972663105209	0.14048895166759068	0.9993228105536583
LINC02012	0.5388976285054426	1.7141162274179198	0.36568450664359164	1.4736681995408416	0.1405709490022624	0.9993228105536583
AP000786.1	-0.25736186754915247	0.7730884075347921	0.17464876776240618	-1.4735968128860204	0.14059017999553514	0.9993228105536583
NOX1	0.3526940222770777	1.4228957024323898	0.23940705814728128	1.4731980961902267	0.14069762829048837	0.9993228105536583
SUMO1	0.4944616641393903	1.6396153376957472	0.3356925664924751	1.4729598254314464	0.14076186889672893	0.9993228105536583
BST2	0.24916253286944887	1.2829505377571824	0.16916845279403944	1.4728664166054724	0.14078705917038614	0.9993228105536583
AC008915.2	-0.4155205936461758	0.6599966012169748	0.28212742140666375	-1.4728117939561665	0.1408017912846049	0.9993228105536583
GGCX	-0.3567653088695534	0.6999367474063765	0.24225994973650833	-1.4726549281364323	0.14084410569336736	0.9993228105536583
RAB8A	0.6542390475334607	1.9236781326635675	0.4443040581370158	1.472502975274884	0.1408851041578898	0.9993228105536583
HOXC13	-0.22414411386387312	0.7991999502769106	0.15223182655209022	-1.4723866811594497	0.14091648771892906	0.9993228105536583
DNAH1	-0.2908446859846405	0.7476317866960073	0.1975771564497347	-1.4720562397537789	0.14100569119354978	0.9993228105536583
CSDE1	0.455461622884917	1.5769011487019167	0.3094342689832822	1.4719172003199303	0.14104323820497955	0.9993228105536583
TRIT1	0.3610946925305707	1.434899328694169	0.2453874813791235	1.4715285820660087	0.14114822368235203	0.9993228105536583
AC074138.1	-0.5124154260031101	0.5990468764974161	0.3482313498251958	-1.471479883302669	0.14116138391929312	0.9993228105536583
MYOM1	-0.48352119918752967	0.6166083638303457	0.3287270074728237	-1.4708897906038434	0.14132092411373076	0.9993228105536583
IGHJ3P	-0.1327147761933865	0.875714831208975	0.09023106108117065	-1.470832489423992	0.1413364237044008	0.9993228105536583
S100B	0.15946344249371067	1.1728813838184036	0.10843827236576861	1.470545767787882	0.1414139996369026	0.9993228105536583
FAM111A-DT	0.5168643196050932	1.676761609198869	0.3515276333299758	1.4703376650902358	0.14147032477427635	0.9993228105536583
TINCR	-0.23130512501587408	0.7934973132133895	0.15731706053537295	-1.47031176547991	0.14147733597649204	0.9993228105536583
RRAS2	0.3705362328499526	1.4485111457038395	0.25202565546380923	1.4702321958772226	0.14149887768406755	0.9993228105536583
RBMX	0.6794713641780668	1.9728345455103025	0.46218134019756135	1.4701401919160646	0.14152378886055272	0.9993228105536583
DNAJA2	0.740354882947817	2.0966794582668546	0.5036544213491314	1.4699660155164322	0.14157095843905854	0.9993228105536583
HGSNAT	0.30908966581678443	1.3621845064140108	0.21029168219570735	1.4698140344378006	0.14161212705990045	0.9993228105536583
