gene	beta	hr	se	z	p	q
AF186192.2	-0.7506145217930951	0.4720763623733109	0.23840497868610616	-3.148485094270557	0.0016411909306000005	0.9993228105536583
AP3S1	1.1034036061442332	3.0144084425755198	0.35218330809205667	3.1330377697963363	0.0017300717786157271	0.9993228105536583
SAAL1	0.9158638632872255	2.498933056271258	0.2943698384902696	3.1112693745541438	0.001862849216909268	0.9993228105536583
C3orf52	0.9721088521026735	2.6435133640082795	0.312809992123577	3.1076656007799057	0.001885713046223536	0.9993228105536583
ERFE	0.35305599064156873	1.4234108388885665	0.11383135483362658	3.101570662649036	0.0019249692322573786	0.9993228105536583
AC112777.1	0.7252023891077015	2.065149021341393	0.23399278952377756	3.099251009330819	0.0019401057455534776	0.9993228105536583
PSMD13	1.1710582088445716	3.225403984275519	0.3793747821353549	3.086810889888713	0.002023162621625163	0.9993228105536583
SLCO5A1	0.4853710264509269	1.6247777325397474	0.15731821197994242	3.085281864968121	0.002033593326625782	0.9993228105536583
RTRAF	1.1114106835484858	3.038641934552338	0.3609054482563589	3.0795065270364854	0.0020734382706566468	0.9993228105536583
KCNQ5	0.5067458661808854	1.6598809221997843	0.1657712069227362	3.0568991780163186	0.002236394845264833	0.9993228105536583
LGSN	-0.3056854216098017	0.7366183072134824	0.1001666244270355	-3.051769223115555	0.002274969337019872	0.9993228105536583
AL121949.1	-0.27761420690059035	0.757589037766163	0.09122792158303819	-3.0430837629891436	0.002341671423619518	0.9993228105536583
BUB3	1.1832664778169435	3.2650219248377264	0.3890268318919273	3.041606338725906	0.0023531942870018696	0.9993228105536583
CHMP4C	0.9127630999141728	2.4911964570591736	0.30018456535891364	3.040672990041423	0.0023605004816673603	0.9993228105536583
THG1L	1.0019992855649107	2.7237218863826245	0.3307042692627165	3.029895222697918	0.002446385920910288	0.9993228105536583
FAM111B	0.44154324324840366	1.5551052733580932	0.1460505779773434	3.0232214713789056	0.002500991358866944	0.9993228105536583
PKIB	0.38510644295767615	1.469770759861898	0.12743771990730712	3.0219188105200447	0.00251177907789657	0.9993228105536583
RNF126	1.2200482478570311	3.3873511621133496	0.4049546507420384	3.012802163455627	0.0025884760268075624	0.9993228105536583
PBDC1	1.1537067198816022	3.169921169396133	0.38361896353047337	3.0074288019131146	0.0026346783329098677	0.9993228105536583
PKIA	0.3611168135122121	1.434931070426954	0.12013090293249468	3.006027630668313	0.002646849451189759	0.9993228105536583
AF186192.1	-0.7884394745217312	0.45455358454658706	0.2632501121394581	-2.995020469750271	0.0027442642456634303	0.9993228105536583
